quarter_idx,feature,entropy,weight,direction,coefficient_for_direction
23,composite_经营活动净收益_利润总额_TTM_x_mtr,0.9983966945755675,0.004985708493183013,positive,0.960889036344948
23,composite_净资产收益率_TTM_x_mtr,0.9974630710866976,0.007888944824177724,positive,0.9634335657773242
23,composite_营业外收支净额_利润总额_TTM_x_bm,0.9937177410108582,0.019535586620762064,negative,-0.8450497651521663
23,composite_营业外收支净额_利润总额_TTM_x_m2gr,0.9937177410108581,0.019535586620762407,negative,-1.938750557125782
24,composite_市净率PB_LF_x_ep,0.995945861799054,0.015133101865829935,negative,-2.214842713859995
24,composite_销售毛利率_TTM_x_infl,0.9777219133606879,0.08315862404735602,positive,1.8558295113125995
24,composite_市净率PB_LF_x_bm,0.9382074984903819,0.23065622668494506,negative,-1.6978188832573051
24,composite_市净率PB_LF_x_itgr,0.9959458617990542,0.015133101865829108,negative,-2.324695555680019
24,composite_市净率PB_LF_x_ntis,0.9382074984903819,0.23065622668494506,negative,-2.182770840898681
24,composite_净资产收益率_TTM_x_ntis,0.9975981062918247,0.008965679104928313,negative,-1.3114917323952642
24,composite_总市值_证监会算法_x_itgr,0.9931053367653859,0.02573608394397122,negative,-1.4391411770637224
24,composite_营业收入_1年_增长率_x_ntis,0.9891242557745639,0.04059648119342146,negative,-1.218739008238139
24,composite_市净率PB_LF_x_infl,0.9382074984903819,0.23065622668494506,positive,1.5234080472952458
24,composite_营业利润_1年_增长率_x_bm,0.9907675282707948,0.034462548691323446,negative,-0.9927952080380188
24,composite_营业外收支净额_利润总额_TTM_x_bm,0.995406305367813,0.017147133463082175,negative,-0.9744659848724324
24,composite_经营活动净收益_利润总额_TTM_x_mtr,0.9985109079939711,0.0055584146119068015,positive,0.9562539229491532
24,composite_营业外收支净额_利润总额_TTM_x_ntis,0.995406305367813,0.017147133463082175,negative,-1.2397698621399946
24,composite_销售毛利率_TTM_x_bm,0.9911885908941174,0.032890825366956616,positive,1.0059530967704091
24,composite_营业收入_1年_增长率_x_tms,0.9967578385009879,0.012102192327477517,negative,-1.164384418892152
25,composite_总市值_证监会算法_x_bm,0.883659203041827,0.23538649577014986,positive,2.225120179707284
25,composite_销售毛利率_TTM_x_infl,0.9765233821143038,0.047499062763302194,positive,2.0268631859832884
25,composite_营业收入_1年_增长率_x_itgr,0.9796669931718266,0.04113875227685588,positive,1.7325291940308691
25,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,0.995731025461342,0.008637201939986515,negative,-1.0653511342598494
25,composite_市净率PB_LF_x_ep,0.9346141205166558,0.13229196848262179,negative,-1.0347595337759228
25,composite_净资产收益率_TTM_x_m2gr,0.9825361869432001,0.0353336565134844,negative,-0.9557820402918976
25,composite_总市值_证监会算法_x_m2gr,0.8836592030418271,0.23538649577014964,positive,1.100560815507185
25,composite_营业外收支净额_利润总额_TTM_x_ep,0.9995724368270653,0.0008650671099807365,positive,0.9323813567169948
25,composite_市盈率PE_TTM_x_tms,0.9982721475227163,0.00349587720274773,negative,-0.8543634704474707
25,composite_总资产报酬率_TTM_x_itgr,0.9881767098469164,0.02392146959942717,negative,-0.9171934574051098
25,composite_营业利润_1年_增长率_x_m2gr,0.9965167558686284,0.0070474730398337355,negative,-0.7230662507762539
25,composite_营业外收支净额_利润总额_TTM_x_tms,0.9995724368270653,0.0008650671099807365,negative,-0.6862128467040784
25,composite_流通市值_x_de,0.9945292144214641,0.011068765902509695,positive,0.6501689003079368
25,composite_总资产周转率_TTM_x_de,0.9748966624523154,0.050790323016345715,negative,-0.703633458702072
25,composite_市销率PS_TTM_x_infl,0.9178191825954547,0.16627232350262422,positive,0.8298179377224926
26,composite_总市值_证监会算法_x_bm,0.8817691910368166,0.2223030012412315,positive,2.3784076588307506
26,composite_销售毛利率_TTM_x_infl,0.9749771219383456,0.04704916545510001,positive,2.0062125136955715
26,composite_营业外收支净额_利润总额_TTM_x_ep,0.9948872366620563,0.009613252625336932,positive,1.311737790128059
26,composite_营业收入_1年_增长率_x_itgr,0.9960056444712531,0.0075103708572395655,positive,1.2320890173973722
26,composite_市净率PB_LF_x_ep,0.9967573863380784,0.0060969112470122275,negative,-1.0408182094826728
26,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,0.995807464815741,0.007882997354441338,negative,-0.993683313157676
26,composite_总市值_证监会算法_x_m2gr,0.8817691910368166,0.2223030012412315,positive,0.9039526724051016
26,composite_净资产收益率_TTM_x_m2gr,0.9815295704854086,0.03472895052749661,negative,-1.0489771049531222
26,composite_市盈率PE_TTM_x_tms,0.9973929344299236,0.004901924513103322,negative,-0.7655793561508822
26,composite_营业利润_1年_增长率_x_m2gr,0.9972928428196383,0.005090121359260647,negative,-0.7761256156617031
26,composite_销售毛利率_TTM_x_itgr,0.9749771219383455,0.04704916545510022,negative,-0.6963121721824225
26,composite_营业外收支净额_利润总额_TTM_x_tms,0.9995142538785545,0.0009133221838331665,negative,-0.6106446960161496
26,composite_总资产周转率_TTM_x_de,0.9944127649765433,0.010505376096524218,negative,-0.6119275276473519
26,composite_流通市值_x_de,0.8815790854340709,0.2226604465333152,positive,0.6896238152624441
26,composite_市销率PS_TTM_x_infl,0.9194828781454907,0.15139199330977354,positive,0.835761104302642
27,composite_总市值_证监会算法_x_bm,0.8769968644903275,0.2947713687886244,positive,2.1651845125075875
27,composite_销售毛利率_TTM_x_infl,0.9733783014368861,0.0637976787535645,positive,2.067709026598484
27,composite_营业收入_1年_增长率_x_itgr,0.9834583823478656,0.03964122749467868,positive,1.4985607823692393
27,composite_营业外收支净额_利润总额_TTM_x_ep,0.9953826341566706,0.01106530532084702,positive,1.3726657676152771
27,composite_市净率PB_LF_x_ep,0.9971128230106343,0.006918987142595411,negative,-1.138431458900449
27,composite_总资产报酬率_TTM_x_de,0.9881613747905994,0.028370721958352968,negative,-1.023501721631212
27,composite_经营活动产生的现金流量净额_营业收入_TTM_x_tms,0.9959996685488848,0.009586610719860006,positive,1.012327536033402
27,composite_市盈率PE_TTM_x_tms,0.9979860313264954,0.004826383491172606,negative,-0.7363297790700647
27,composite_净资产收益率_TTM_x_ntis,0.9972240918011236,0.00665233659307831,negative,-0.6822268009811587
27,composite_总市值_证监会算法_x_m2gr,0.8769968644903275,0.2947713687886244,positive,0.7510735822411961
27,composite_市销率PS_TTM_x_infl,0.9161658607523723,0.2009046669814049,positive,0.7108366127555885
27,composite_总资产周转率_TTM_x_dp,0.9946952183664769,0.01271266571180535,negative,-0.8053740284862274
27,composite_销售毛利率_TTM_x_itgr,0.9907594766941369,0.022144489991299962,negative,-0.6121960813031652
27,composite_营业外收支净额_利润总额_TTM_x_tms,0.9995644874770877,0.0010436857724927637,negative,-0.5424831741188993
27,composite_营业利润_利润总额_TTM_x_mtr,0.9988347356671824,0.002792502491598668,negative,-0.6967152528711261
28,composite_销售毛利率_TTM_x_infl,0.9909267395974436,0.04598685609157506,positive,2.1926598730645086
28,composite_总市值_证监会算法_x_ep,0.9952058089716774,0.024298847725440855,negative,-2.087963847943332
28,composite_营业外收支净额_利润总额_TTM_x_ep,0.9953694510502132,0.023469445241408527,positive,1.4808372401255323
28,composite_营业收入_1年_增长率_x_itgr,0.9970801758385497,0.01479881845863121,positive,1.3168329043698257
28,composite_总资产报酬率_TTM_x_de,0.9897831360114592,0.05178308933091394,negative,-1.0180899741113587
28,composite_经营活动产生的现金流量净额_营业收入_TTM_x_tms,0.9958631854812504,0.02096700474921622,positive,1.1164942120893937
28,composite_市净率PB_LF_x_ep,0.9971978796605405,0.014202249145818833,negative,-1.0218045574454924
28,composite_总市值_证监会算法_x_itgr,0.8824279554376209,0.595901412920874,negative,-0.9131188094839644
28,composite_市盈率PE_TTM_x_tms,0.9970418940155534,0.014992845810095292,negative,-0.6958547543101657
28,composite_净资产收益率_TTM_x_ntis,0.9970982659215308,0.014707130795560906,negative,-0.7559645651038858
28,composite_营业外收支净额_利润总额_TTM_x_tms,0.999711780295437,0.0014608109420912215,negative,-0.6613054962145785
28,composite_营业利润_利润总额_TTM_x_mtr,0.9983282663462882,0.00847300436070646,negative,-0.6973610481425632
28,composite_营业利润_利润总额_TTM_x_de,0.998328266346288,0.008473004360707586,negative,-0.7430235842739447
28,composite_营业外收支净额_利润总额_TTM_x_itgr,0.9953694510502132,0.023469445241408527,negative,-0.8642553627838376
28,composite_销售毛利率_TTM_x_bm,0.9729665763447195,0.13701603482555144,positive,0.7517123342123563
29,composite_总市值_证监会算法_x_ep,0.8881574434312902,0.22088148655064488,negative,-2.197023887407834
29,composite_销售毛利率_TTM_x_infl,0.9718727992410383,0.05554931956809395,positive,1.968735085902654
29,composite_营业外收支净额_利润总额_TTM_x_ep,0.9997253141025371,0.0005424860735263752,positive,1.344395611755081
29,composite_市净率PB_LF_x_ep,0.9342229568950676,0.12990521235981894,negative,-1.3565652487755222
29,composite_营业收入_1年_增长率_x_itgr,0.997081179866291,0.00576447239661879,positive,1.1730438789756297
29,composite_销售毛利率_TTM_x_tms,0.9718727992410384,0.05554931956809373,positive,1.0774457801767403
29,composite_总市值_证监会算法_x_itgr,0.8881574434312901,0.2208814865506451,negative,-0.9668917259510962
29,composite_总资产报酬率_TTM_x_de,0.9963882923212423,0.0071328784457845365,negative,-0.962614976994074
29,composite_市销率PS_TTM_x_tms,0.9986461833415701,0.002673696356782763,negative,-0.9930388758824622
29,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,0.996036323599789,0.007827992870910952,negative,-0.7437648298084788
29,composite_总资产周转率_TTM_x_de,0.9741189486615955,0.0511133263446848,negative,-0.8028881128330793
29,composite_营业利润_利润总额_TTM_x_m2gr,0.998971846644624,0.0020305333542510982,positive,0.7066983189142678
29,composite_流通市值_x_tms,0.8881208027462475,0.2209538494260008,positive,0.7298959207229461
29,composite_市盈率PE_TTM_x_tms,0.9972614094238273,0.0054085312074119395,negative,-0.5660665151380856
29,composite_营业利润_1年_增长率_x_mtr,0.993019807129208,0.013785408926731354,positive,0.5653103578644713
30,composite_总市值_证监会算法_x_svar,0.995041643217093,0.029621561771880533,positive,1.6292503351157082
30,composite_总市值_证监会算法_x_mtr,0.995041643217093,0.029621561771880533,negative,-1.5498858781844511
30,composite_市销率PS_TTM_x_infl,0.9987977650315281,0.007182233740353695,positive,1.3023965709260743
30,composite_营业收入_1年_增长率_x_itgr,0.9980129460870926,0.011870795669273291,positive,1.1911385680324322
30,composite_市净率PB_LF_x_ep,0.9970433214177604,0.017663399609589635,negative,-0.958283498825987
