quarter_idx,window_start,window_end,step,selected_feature,coefficient,train_r2,train_rankic,selection_abs_corr,sse_improvement,valid_rankic_if_available
21,9,20,9,composite_总市值_证监会算法_x_mtr,1.3539637826987139,0.04727642711062929,0.28463929469685056,0.056351493618264,0.0032966120189582616,
21,9,20,10,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ep,-1.0332405152329072,0.049140151096181306,0.2824603566850111,0.04374625347544185,0.0019562064365635304,
21,9,20,11,composite_净资产收益率_TTM_x_dp,-0.974391959512055,0.05075634989718425,0.28756521631827786,0.0402667879218802,0.0016997234690959706,
21,9,20,12,composite_流通市值_x_de,1.1750826122526874,0.052710396371923096,0.2868582262097538,0.04040376083170586,0.00205852994068199,
21,9,20,13,composite_经营活动净收益_利润总额_TTM_x_ep,-0.7626425337167307,0.053733332577580284,0.28646766081059605,0.0326234806840039,0.0010798558347303777,
21,9,20,14,composite_销售毛利率_TTM_x_bm,0.8385618017904184,0.054881298766683684,0.28960459110684283,0.03331435457389825,0.0012131529394672179,
21,9,20,15,composite_市销率PS_TTM_x_bm,-1.2549013482935878,0.056869138574397016,0.29106763434690947,0.03857205456132586,0.0021032699967943663,
22,10,21,1,composite_市净率PB_LF_x_bm,-1.8558848792750477,0.005874593935646155,0.11320136465346066,0.07664589966623266,0.00587459393564613,-0.04411585639561156
22,10,21,2,composite_总资产报酬率_TTM_x_itgr,-1.9201756578423228,0.012149905558748175,0.13983697259210012,0.07936624950422504,0.0063123943768276,-0.04411585639561156
22,10,21,3,composite_销售毛利率_TTM_x_infl,1.8146133582854644,0.017760592390275054,0.14413027833218223,0.07532662497642809,0.005679694584328977,-0.04411585639561156
22,10,21,4,composite_市净率PB_LF_x_svar,1.672723507421876,0.022172293772511065,0.17285874871427576,0.06443700970674808,0.004491472596250046,-0.04411585639561156
22,10,21,5,composite_市净率PB_LF_x_de,1.8125960888860058,0.027072406966565765,0.19076082763508803,0.0661966499904491,0.005011223513966072,-0.04411585639561156
22,10,21,6,composite_营业收入_1年_增长率_x_itgr,1.4392468965721996,0.030596517682672797,0.2165593799821097,0.060108527526665984,0.003622171620315016,-0.04411585639561156
22,10,21,7,composite_市净率PB_LF_x_infl,2.8462270555744453,0.0370653463939733,0.2362051147949346,0.0558940949395117,0.006672999250876416,-0.04411585639561156
22,10,21,8,composite_总市值_证监会算法_x_ntis,-1.3522460810143264,0.04013208299812454,0.23915143106769138,0.055960868293899235,0.003184781638781779,-0.04411585639561156
22,10,21,9,composite_净资产收益率_1年_增长率_x_bm,-1.1633704323807303,0.042424679506834595,0.23907402163081692,0.048704150642579665,0.0023884499816089243,-0.04411585639561156
22,10,21,10,composite_净资产收益率_TTM_x_de,-1.1488498354400027,0.04458551951367873,0.24804301565012668,0.046540921764754675,0.002256574454875483,-0.04411585639561156
22,10,21,11,composite_经营活动净收益_利润总额_TTM_x_mtr,0.976483571200055,0.04620455799042278,0.25027979072300804,0.04107318927220155,0.0016945927760273925,-0.04411585639561156
