quarter_idx,stock_id,stock_name,promethee_phi_plus,promethee_phi_minus,promethee_net_flow,promethee_rank
13,000590.SZ,启迪药业,0.17631675128398985,0.032984750876400445,0.14333200040758942,64.0
13,000595.SZ,宝塔实业,0.05910775207707386,0.042244199961376135,0.016863552115697726,369.0
13,000596.SZ,古井贡酒,0.21210538751340108,0.04441039644056803,0.16769499107283303,52.0
13,000597.SZ,东北制药,0.040732060516042154,0.04684641236427974,-0.006114351848237588,583.0
13,000599.SZ,青岛双星,0.016120614024308814,0.0897557985822895,-0.0736351845579807,1335.0
13,000612.SZ,焦作万方,0.015845186365222603,0.0998195865018588,-0.08397440013663621,1391.0
13,000619.SZ,海螺新材,0.02372039310714342,0.09168221997242323,-0.06796182686527982,1301.0
13,000622.SZ,*ST恒立,0.4240161555524261,0.04549073150092191,0.3785254240515042,18.0
13,000623.SZ,吉林敖东,0.060834699367257786,0.07608853095312167,-0.01525383158586388,667.0
13,000625.SZ,长安汽车,0.02265775122957609,0.09720146798150618,-0.07454371675193008,1341.0
13,000629.SZ,钒钛股份,0.06248984418044646,0.056013545146433835,0.006476299034012624,444.0
13,000630.SZ,铜陵有色,0.010926961708081577,0.08812025841413523,-0.07719329670605365,1356.0
13,000633.SZ,合金投资,0.4386028986844343,0.02763681287925705,0.41096608580517724,12.0
13,000635.SZ,英力特,0.017633832735853713,0.08527431727804809,-0.06764048454219437,1296.0
13,000636.SZ,风华高科,0.037128433861073895,0.06819281800552336,-0.031064384144449467,838.0
13,000639.SZ,西王食品,0.024990543900175258,0.05978122326779355,-0.034790679367618295,889.0
13,000650.SZ,仁和药业,0.03926619988640041,0.05445241062962406,-0.015186210743223648,664.0
13,000651.SZ,格力电器,0.04600293164676903,0.0630793500743931,-0.017076418427624064,692.0
13,000657.SZ,中钨高新,0.017978680161558215,0.06356407647683436,-0.045585396315276146,1032.0
13,000659.SZ,珠海中富,0.12529928220419237,0.037047543410799764,0.0882517387933926,115.0
13,000661.SZ,长春高新,0.2929163349986529,0.049936838715521695,0.2429794962831312,32.0
13,000663.SZ,永安林业,0.04869203909882701,0.08819220529182363,-0.03950016619299662,954.0
13,000670.SZ,盈方微,0.44827844371168263,0.04690869570561053,0.4013697480060721,13.0
13,000672.SZ,上峰水泥,0.0516512142910191,0.0729462460978231,-0.021295031806804005,735.0
13,000677.SZ,恒天海龙,0.3731320564666728,0.03963856896920756,0.3334934874974652,22.0
13,000678.SZ,襄阳轴承,0.04530966149051773,0.054532348360825995,-0.009222686870308264,600.0
13,000680.SZ,山推股份,0.016963218628308668,0.07408384171692803,-0.05712062308861936,1186.0
13,000683.SZ,远兴能源,0.033416685728922924,0.07876154668851597,-0.045344860959593045,1027.0
13,000691.SZ,亚太实业,0.521608506202715,0.06706415375123216,0.4545443524514829,11.0
13,000695.SZ,滨海能源,0.12475067394445928,0.05062046729751112,0.07413020664694817,144.0
13,000698.SZ,沈阳化工,0.01280083904043826,0.1033523483264095,-0.09055150928597124,1411.0
13,000700.SZ,模塑科技,0.02286029950848115,0.07443526176907828,-0.05157496226059713,1112.0
13,000702.SZ,正虹科技,0.04775184482759503,0.05079683380685935,-0.003044988979264321,550.0
13,000703.SZ,恒逸石化,0.017423010934554055,0.07991864946378754,-0.06249563852923349,1239.0
13,000707.SZ,双环科技,0.21830600666517375,0.06604286628321973,0.15226314038195402,60.0
13,000708.SZ,中信特钢,0.011354639445860397,0.08638101457674634,-0.07502637513088595,1344.0
13,000709.SZ,河钢股份,0.010941636314126387,0.10267756092483207,-0.09173592461070569,1415.0
13,000716.SZ,黑芝麻,0.016074274457780504,0.07308135378928465,-0.057007079331504146,1184.0
13,000717.SZ,中南股份,0.015104878534560936,0.07573759108661036,-0.060632712552049425,1213.0
13,000723.SZ,美锦能源,0.09486199874824136,0.04446054702045465,0.05040145172778671,204.0
13,000725.SZ,京东方A,0.012356692520126148,0.0976581039401631,-0.08530141142003694,1394.0
13,000726.SZ,鲁泰A,0.016226896992040718,0.07782237815826389,-0.06159548116622317,1228.0
13,000727.SZ,冠捷科技,0.012450190597964005,0.11216858123829052,-0.0997183906403265,1421.0
13,000729.SZ,燕京啤酒,0.027946171715686873,0.06879174216638959,-0.04084557045070271,972.0
13,000731.SZ,四川美丰,0.01307743190895681,0.07669680005397704,-0.06361936814502023,1258.0
13,000733.SZ,振华科技,0.021635635732208523,0.06186122207089273,-0.040225586338684206,959.0
13,000737.SZ,北方铜业,0.14440898687370698,0.043033405335608406,0.10137558153809859,100.0
13,000738.SZ,航发控制,0.05230599223081937,0.037141632971552915,0.015164359259266458,382.0
13,000739.SZ,普洛药业,0.060353604999694825,0.038068734136577326,0.0222848708631175,344.0
13,000751.SZ,锌业股份,0.01976708159194397,0.06977427059996798,-0.050007189008024006,1093.0
13,000756.SZ,新华制药,0.022586130881501337,0.05998847582708781,-0.037402344945586474,932.0
13,000761.SZ,本钢板材,0.007620838366880597,0.11310753250707123,-0.10548669414019063,1422.0
13,000766.SZ,通化金马,0.07647637054770755,0.0509397498278492,0.02553662071985835,323.0
13,000768.SZ,中航西飞,0.037462651096723504,0.06254477201679697,-0.02508212092007346,776.0
13,000777.SZ,中核科技,0.06413424796952483,0.03607147109456883,0.028062776874955994,306.0
13,000778.SZ,新兴铸管,0.011031313393414538,0.09124734934913237,-0.08021603595571783,1371.0
13,000782.SZ,恒申新材,0.017152567473372432,0.071704507980715,-0.054551940507342564,1149.0
13,000786.SZ,北新建材,0.027467613607253017,0.06434005818921676,-0.036872444581963745,922.0
13,000788.SZ,北大医药,0.06767359053647508,0.03480907736973448,0.0328645131667406,275.0
13,000789.SZ,万年青,0.025411717320664374,0.07101052942008558,-0.04559881209942121,1033.0
13,000790.SZ,华神科技,0.08877968641648501,0.035359533339544114,0.053420153076940896,193.0
13,000792.SZ,盐湖股份,0.018347661780222107,0.09444204687083922,-0.07609438509061711,1350.0
13,000795.SZ,英洛华,0.03221529151672075,0.047859194601974436,-0.015643903085253687,672.0
13,000799.SZ,酒鬼酒,0.105490379796608,0.035911062815146055,0.06957931698146194,155.0
13,000800.SZ,一汽解放,0.023873194295697082,0.06457223258702859,-0.04069903829133151,968.0
13,000801.SZ,四川九洲,0.039515706319201226,0.04456190185833367,-0.005046195539132443,571.0
13,000807.SZ,云铝股份,0.018096697743110856,0.0801505966074874,-0.06205389886437654,1234.0
13,000810.SZ,创维数字,0.06286606232090314,0.03863103445066539,0.02423502787023775,335.0
13,000811.SZ,冰轮环境,0.024278847892895594,0.055820490171935806,-0.031541642279040216,842.0
13,000812.SZ,陕西金叶,0.0365668320296366,0.04339506941947509,-0.006828237389838489,586.0
13,000813.SZ,德展健康,0.17119222360065825,0.04325742753570036,0.1279347960649579,72.0
13,000815.SZ,美利云,0.03208776887949152,0.0598535642857595,-0.02776579540626798,801.0
13,000816.SZ,智慧农业,0.018062992605116516,0.08587964522838717,-0.06781665262327066,1298.0
13,000818.SZ,航锦科技,0.04424930144155049,0.04800369350144569,-0.003754392059895202,557.0
13,000819.SZ,岳阳兴长,0.06018450801377929,0.04874225044598523,0.011442257567794059,409.0
13,000820.SZ,神雾节能,0.13029574862125123,0.05043017636965607,0.07986557225159516,130.0
13,000821.SZ,京山轻机,0.020675869954108028,0.06182436436433322,-0.041148494410225195,973.0
13,000822.SZ,山东海化,0.01217915989666977,0.07577451956358171,-0.06359535966691193,1257.0
13,000823.SZ,超声电子,0.01611239643688912,0.07073927347320791,-0.054626877036318786,1153.0
13,000825.SZ,太钢不锈,0.007964607050115006,0.0986765920057053,-0.0907119849555903,1413.0
13,000830.SZ,鲁西化工,0.018930673888593177,0.07013172989411497,-0.051201056005521786,1108.0
13,000831.SZ,中国稀土,0.13719567391876236,0.04146063453913155,0.09573503937963082,105.0
13,000836.SZ,ST富通(退市),0.0646159400318786,0.04053293839916651,0.024083001632712084,336.0
13,000837.SZ,秦川机床,0.020913146315481673,0.07361324824839872,-0.05270010193291705,1120.0
13,000848.SZ,承德露露,0.09477454393356118,0.04382177509185001,0.05095276884171117,202.0
13,000850.SZ,华茂股份,0.01515012106701896,0.0888167078796605,-0.07366658681264154,1336.0
13,000852.SZ,石化机械,0.04909769561866965,0.04215059022773613,0.006947105390933517,441.0
13,000856.SZ,冀东装备,0.34841512177109146,0.04693831310112374,0.30147680866996773,27.0
13,000858.SZ,五粮液,0.15263825143894438,0.07743114638397577,0.07520710505496861,142.0
13,000859.SZ,国风新材,0.03600219898091456,0.05278992568937686,-0.016787726708462306,684.0
13,000860.SZ,顺鑫农业,0.10013901175936611,0.036701841030700295,0.06343717072866581,170.0
13,000868.SZ,安凯客车,0.029121177412993433,0.06760180896981324,-0.038480631556819814,941.0
13,000869.SZ,张裕A,0.056787786624537026,0.0513790923665105,0.005408694258026529,458.0
13,000876.SZ,新希望,0.024017210746801798,0.06840495861518447,-0.044387747868382676,1017.0
13,000877.SZ,天山股份,0.02074544201983721,0.07926959285615554,-0.058524150836318324,1194.0
13,000878.SZ,云南铜业,0.01724066787092853,0.07041378596631201,-0.053173118095383484,1131.0
13,000880.SZ,潍柴重机,0.021290925062995084,0.0645726029052448,-0.04328167784224972,1008.0
13,000881.SZ,中广核技,0.019216699922886687,0.0716265165376828,-0.052409816614796115,1115.0
13,000887.SZ,中鼎股份,0.018998977945872807,0.06274681644522895,-0.04374783849935614,1012.0
13,000890.SZ,法尔胜,0.02870027523392632,0.07722183690250126,-0.048521561668574936,1068.0
13,000893.SZ,亚钾国际,0.044145328840217,0.04169669134830262,0.002448637491914381,488.0
13,000895.SZ,双汇发展,0.12771692073675225,0.06077431598597004,0.06694260475078222,163.0
13,000898.SZ,鞍钢股份,0.008126669063439134,0.1067321506307915,-0.09860548156735237,1420.0
13,000901.SZ,航天科技,0.0241910652571945,0.05381442378026055,-0.02962335852306605,825.0
13,000902.SZ,新洋丰,0.019644931176041092,0.06234001075038586,-0.04269507957434476,1001.0
13,000903.SZ,云内动力,0.009073858367562554,0.09942834117789069,-0.09035448281032814,1408.0
13,000908.SZ,*ST景峰,0.07145470867101755,0.04688024321411081,0.024574465456906745,331.0
13,000910.SZ,大亚圣象,0.025408875814180783,0.0627586225706265,-0.03734974675644572,929.0
13,000911.SZ,广农糖业,0.045662993734536306,0.0788769825612749,-0.033213988826738594,868.0
13,000912.SZ,泸天化,0.021348093983543405,0.05630599876108071,-0.0349579047775373,893.0
13,000913.SZ,钱江摩托,0.023373250607081855,0.05554763293117908,-0.03217438232409722,855.0
13,000915.SZ,华特达因,0.07049648396689621,0.041538222440598516,0.0289582615262977,297.0
13,000919.SZ,金陵药业,0.012818830998588385,0.07910010430297451,-0.06628127330438613,1287.0
13,000920.SZ,沃顿科技,0.06358682485336657,0.03249747945650453,0.03108934539686204,283.0
13,000921.SZ,海信家电,0.025933422045862627,0.052311623198112216,-0.02637820115224959,792.0
13,000922.SZ,佳电股份,0.03392549121096515,0.05159121969203246,-0.01766572848106731,702.0
13,000925.SZ,众合科技,0.026255334279008745,0.05587303234476265,-0.029617698065753907,824.0
13,000929.SZ,兰州黄河,0.03565416030724011,0.047757815750936954,-0.012103655443696841,631.0
13,000930.SZ,中粮科技,0.01848405120454615,0.07312911808364203,-0.054645066879095885,1154.0
13,000931.SZ,中关村,0.08605548720516334,0.036582996959654654,0.04947249024550869,211.0
13,000932.SZ,华菱钢铁,0.007855091053819093,0.09531950170224694,-0.08746441064842785,1403.0
13,000933.SZ,神火股份,0.01542204656348967,0.07631093352320674,-0.06088888695971707,1216.0
13,000935.SZ,四川双马,0.08351337794452995,0.05906737872120653,0.024445999223323425,333.0
13,000936.SZ,华西股份,0.02125358204285792,0.07142758116888356,-0.050173999126025645,1094.0
13,000938.SZ,紫光股份,0.02492747113786607,0.06167165234028319,-0.036744181202417125,921.0
13,000949.SZ,新乡化纤,0.013849550420977378,0.08531916964536529,-0.07146961922438791,1323.0
13,000951.SZ,中国重汽,0.015332245661277574,0.07942106951198204,-0.06408882385070447,1267.0
13,000952.SZ,广济药业,0.062193775953524225,0.04557186396757383,0.016621911985950394,370.0
13,000953.SZ,河化股份,0.05367739943757398,0.11795204712062624,-0.06427464768305226,1270.0
13,000955.SZ,欣龙控股,0.08030324934314564,0.03968214287686744,0.0406211064662782,238.0
13,000957.SZ,中通客车,0.018230457627748504,0.06868604058270635,-0.05045558295495784,1099.0
13,000959.SZ,首钢股份,0.008379953266143592,0.10274041841508685,-0.09436046514894326,1418.0
13,000960.SZ,锡业股份,0.011693574308595132,0.07947605658424818,-0.06778248227565305,1297.0
13,000962.SZ,东方钽业,0.035814548311841894,0.04971570053543002,-0.013901152223588127,648.0
13,000969.SZ,安泰科技,0.01853620882901046,0.06958572583462634,-0.051049517005615885,1103.0
13,000970.SZ,中科三环,0.023021451454518112,0.055185864445812825,-0.032164412991294716,853.0
13,000972.SZ,中基健康,0.07257156457128115,0.08825221253689952,-0.01568064796561837,673.0
13,000973.SZ,佛塑科技,0.01807042894302028,0.07224881052619236,-0.054178381583172085,1144.0
13,000977.SZ,浪潮信息,0.054298071915225565,0.05127291283847054,0.0030251590767550254,481.0
13,000980.SZ,众泰汽车,0.03224743097811892,0.10071027890850667,-0.06846284793038776,1306.0
13,000981.SZ,山子高科,0.02442285413158489,0.07855714930135775,-0.05413429516977286,1140.0
13,000982.SZ,中银绒业(退市),0.05150175869410924,0.0760409816030728,-0.024539222908963557,766.0
13,000985.SZ,大庆华科,0.06170557133784294,0.048861280515987114,0.012844290821855828,400.0
13,000988.SZ,华工科技,0.03247727212894254,0.046321332486910165,-0.013844060357967626,647.0
13,000989.SZ,ST九芝,0.061325487547230426,0.046340892549415244,0.014984594997815182,384.0
13,000990.SZ,诚志股份,0.024130919178741793,0.06494271248337373,-0.04081179330463194,971.0
13,000995.SZ,皇台酒业,0.06874948459465927,0.08308063246597101,-0.014331147871311747,656.0
13,000999.SZ,华润三九,0.06671747884762445,0.05175895466994904,0.014958524177675417,385.0
13,001696.SZ,宗申动力,0.013346870045166612,0.06913089985944715,-0.05578402981428054,1170.0
13,002001.SZ,新和成,0.0363694840377005,0.07668290305301534,-0.040313419015314836,960.0
13,002003.SZ,伟星股份,0.03508536765813937,0.054341210812275595,-0.019255843154136226,715.0
13,002004.SZ,华邦健康,0.026881956047086968,0.07469364505714807,-0.047811689010061095,1057.0
13,002006.SZ,精工科技,0.046151377361012845,0.044859603777632956,0.001291773583379889,502.0
13,002007.SZ,华兰生物,0.19284932343534616,0.060146605233769676,0.13270271820157648,69.0
13,002008.SZ,大族激光,0.11758883184134161,0.03376520715624242,0.08382362468509919,123.0
13,002009.SZ,天奇股份,0.019265494154667516,0.06089828509440375,-0.041632790939736236,980.0
13,002011.SZ,盾安环境,0.042879156025326035,0.05712326099436282,-0.014244104969036789,654.0
13,002012.SZ,凯恩股份,0.022858265702089237,0.056748384097125605,-0.03389011839503637,877.0
13,002014.SZ,永新股份,0.01822242531941701,0.0633514990704252,-0.04512907375100819,1024.0
13,002017.SZ,东信和平,0.10474195290977403,0.028441763576397182,0.07630018933337684,135.0
13,002019.SZ,亿帆医药,0.034816528516740296,0.05120391611673371,-0.016387387599993412,681.0
13,002020.SZ,京新药业,0.05801086320721591,0.05059948432994086,0.0074113788772750475,437.0
13,002022.SZ,科华生物,0.04767794260254292,0.041144929855109216,0.006533012747433703,443.0
13,002023.SZ,海特高新,0.04420166393132573,0.05459984929782229,-0.01039818536649656,611.0
13,002025.SZ,航天电器,0.08204553828693188,0.030890486464369198,0.051155051822562685,201.0
13,002026.SZ,山东威达,0.01876522465446131,0.07783878625100597,-0.059073561596544664,1198.0
13,002028.SZ,思源电气,0.025876240384448242,0.0531492195047389,-0.02727297912029066,796.0
13,002029.SZ,七匹狼,0.030044205208288936,0.0782315094790252,-0.04818730427073627,1061.0
13,002030.SZ,达安基因,0.1232269508354051,0.042639119676325284,0.0805878311590798,129.0
13,002031.SZ,巨轮智能,0.022630811422670864,0.07614687115956831,-0.053516059736897444,1133.0
13,002032.SZ,苏泊尔,0.25196904180296953,0.047246700357243515,0.204722341445726,38.0
13,002035.SZ,华帝股份,0.09711962314751077,0.035901893571232774,0.061217729576277996,175.0
13,002036.SZ,联创电子,0.04745553724471094,0.045147965062108136,0.0023075721826028017,490.0
13,002037.SZ,保利联合,0.020955063140970846,0.0694600110095291,-0.04850494786855826,1067.0
13,002038.SZ,双鹭药业,0.11451908399604935,0.04178996176896685,0.0727291222270825,148.0
13,002042.SZ,华孚时尚,0.016284776243811656,0.0749815251353145,-0.05869674889150285,1196.0
13,002043.SZ,兔宝宝,0.04944226611043944,0.05077404331945025,-0.001331777209010808,529.0
13,002045.SZ,国光电器,0.018942784689962914,0.07450639920143971,-0.0555636145114768,1168.0
13,002046.SZ,国机精工,0.02340789169844262,0.06076108542818794,-0.037353193729745326,930.0
13,002048.SZ,宁波华翔,0.011888335647411381,0.08886895760675459,-0.07698062195934322,1353.0
13,002049.SZ,紫光国微,0.156089131310208,0.028984740784415635,0.12710439052579237,74.0
13,002050.SZ,三花智控,0.05482390395791144,0.045744973612137176,0.009078930345774262,424.0
13,002053.SZ,云南能投,0.04411669035766308,0.05562645540826806,-0.011509765050604984,624.0
13,002054.SZ,德美化工,0.02154903616843437,0.06440373018885824,-0.04285469402042387,1003.0
13,002055.SZ,得润电子,0.02689900500990463,0.05521408448437349,-0.02831507947446886,811.0
13,002056.SZ,横店东磁,0.022838433447252487,0.057515382788982,-0.03467694934172952,887.0
13,002057.SZ,中钢天源,0.02453643487837083,0.054147136917588594,-0.029610702039217764,823.0
13,002058.SZ,威尔泰,0.2624577382175753,0.02126653869220091,0.24119119952537438,35.0
13,002064.SZ,华峰化学,0.02029200955988215,0.06245388658547067,-0.04216187702558852,991.0
13,002066.SZ,瑞泰科技,0.08629452667748555,0.034769920206097406,0.051524606471388144,198.0
13,002067.SZ,景兴纸业,0.009051840623671786,0.09255475710785177,-0.08350291648417998,1385.0
13,002068.SZ,黑猫股份,0.011142333140715017,0.0806429052022044,-0.0695005720614894,1312.0
13,002073.SZ,软控股份,0.02059544995848921,0.07338479255452351,-0.05278934259603431,1121.0
13,002074.SZ,国轩高科,0.04348177082245807,0.04800513643949095,-0.004523365617032878,564.0
13,002075.SZ,沙钢股份,0.07803203408484599,0.05687969783432376,0.02115233625052223,348.0
13,002076.SZ,星光股份,0.1483556742222722,0.028158476804207494,0.1201971974180647,82.0
13,002077.SZ,大港股份,0.018785716070303334,0.10573868005619867,-0.08695296398589533,1402.0
13,002078.SZ,太阳纸业,0.009479951635507732,0.08864787171843597,-0.07916792008292824,1367.0
13,002079.SZ,苏州固锝,0.041977307536407764,0.046652364232848534,-0.00467505669644077,568.0
13,002080.SZ,中材科技,0.0184561565846107,0.06432899659443057,-0.04587284000981987,1038.0
13,002082.SZ,万邦德,0.014614752982661216,0.08440797224428954,-0.06979321926162833,1315.0
13,002083.SZ,孚日股份,0.012533293723686787,0.07318583130010146,-0.06065253757641468,1215.0
13,002084.SZ,海鸥住工,0.018316333930644444,0.06654095729766568,-0.04822462336702124,1064.0
13,002085.SZ,万丰奥威,0.027934477561335287,0.05361049454755522,-0.02567601698621993,786.0
13,002088.SZ,鲁阳节能,0.032564650252422354,0.05740149355316046,-0.024836843300738105,770.0
13,002090.SZ,金智科技,0.06578089742479658,0.036987283815613566,0.028793613609183012,298.0
13,002092.SZ,ST中泰,0.00904103662383478,0.09703417704389959,-0.08799314042006481,1405.0
13,002094.SZ,青岛金王,0.022157188495843853,0.06948141501559837,-0.04732422651975452,1053.0
13,002096.SZ,易普力,0.024702082625639117,0.06912497219315997,-0.04442288956752085,1018.0
13,002097.SZ,山河智能,0.020903154634938928,0.06252543277874567,-0.04162227814380674,979.0
13,002098.SZ,浔兴股份,0.1685864106186338,0.02799978856338312,0.1405866220552507,65.0
13,002099.SZ,海翔药业,0.03385114767975239,0.06557068836838574,-0.03171954068863335,846.0
13,002100.SZ,天康生物,0.04207039325518269,0.047400694683664604,-0.005330301428481912,576.0
13,002101.SZ,广东鸿图,0.014732077555037817,0.08275373557080802,-0.0680216580157702,1303.0
13,002102.SZ,能特科技,0.053266288923008456,0.07030067889951401,-0.017034389976505554,690.0
13,002104.SZ,恒宝股份,0.04387539587239639,0.03973296818214736,0.004142427690249029,470.0
13,002105.SZ,信隆健康,0.04737031614704242,0.044800259939370896,0.002570056207671527,486.0
13,002106.SZ,莱宝高科,0.01300608299493618,0.07419892344807426,-0.06119284045313808,1219.0
13,002107.SZ,沃华医药,0.15052368385719278,0.023685377199815002,0.12683830665737778,75.0
13,002108.SZ,沧州明珠,0.01760673879164629,0.06369554771007005,-0.04608880891842376,1041.0
13,002109.SZ,兴化股份,0.010416259744325352,0.08724662349745989,-0.07683036375313454,1352.0
13,002110.SZ,三钢闽光,0.013090653474294752,0.09355029175143244,-0.08045963827713769,1372.0
13,002111.SZ,威海广泰,0.024708290477859676,0.05727153029116951,-0.03256323981330984,859.0
13,002112.SZ,三变科技,0.06788532509311279,0.04163589770272763,0.02624942739038516,318.0
13,002114.SZ,罗平锌电,0.023360184289875588,0.0893196066962844,-0.06595942240640881,1284.0
13,002117.SZ,东港股份,0.07729005444309354,0.042115474971698645,0.0351745794713949,265.0
13,002119.SZ,康强电子,0.06914109189942894,0.0396873751785958,0.029453716720833134,295.0
13,002121.SZ,科陆电子,0.03664189981185716,0.049016124320237865,-0.012374224508380702,637.0
