experiment_id,preprocessing_method,winsorize_quantile,scaling_method,rolling_window,max_selected_features,selection_objective,refit_method,ridge_alpha,feature_corr_threshold,min_improvement,promethee_top_n,entropy_weight_method,preference_function,min_selected_count,sign_stability_threshold,hybrid_score_name,top_k,rank_smoothing,buffer_rule,train_rankic,valid_rankic,test_rankic,valid_icir,test_icir,valid_annualized_return,valid_sharpe,valid_alpha,valid_information_ratio,valid_max_drawdown,valid_turnover,valid_excess_win_rate,test_annualized_return,test_sharpe,test_alpha,test_information_ratio,test_max_drawdown,test_turnover,test_excess_win_rate,selected_as_final,reason,robust_valid_score
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,30,none,buffer,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.8134222565511231,5.113397261053786,0.5339063723995354,1.821914936700159,0.0,0.8500000000000009,1.0,0.0072951952999551,0.0381023313553891,-0.0062913105676995,0.0087629309570674,0.0,0.5800000000000003,0.6,False,,1.0144633120056157
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,50,none,none,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.6331771384302192,6.067884146253302,0.4511777649642583,1.1806446165902424,0.0,0.8500000000000005,0.75,0.0176694855675605,0.1003625183496493,0.0040677021480856,0.06540831738558,0.0,0.5800000000000003,0.6,False,,0.7940760215592159
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,20,prev_70_30,none,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.3601534967974611,4.490294985437019,0.2608247963741693,0.4477422789592213,0.0,0.8500000000000004,0.75,0.0217063709675646,0.1082831389688379,0.0097431448747286,0.0858914630959338,0.0,0.6500000000000002,0.6,False,,0.45284062433390293
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,20,prev_70_30,buffer,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.3602952918342397,4.496987769302843,0.2610237759504307,0.447831924969191,0.0,0.8125000000000003,0.75,0.0642694759228541,0.3549308131947757,0.0502866563116606,0.322117151479525,0.0,0.5700000000000002,0.8,False,,0.47841660986406787
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,30,prev_70_30,none,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.2711635835021106,2.5903494602778934,0.1763283947419873,0.2152127334506286,-0.0118378989114275,0.7916666666666674,0.75,0.0241461660644499,0.1296491869570551,0.0108512713291176,0.1032936943649393,0.0,0.5733333333333335,0.6,False,,0.353246468231665
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,30,prev_70_30,buffer,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.2783202021292537,2.7997872890288127,0.1866244529942944,0.2290558920783791,-0.0062745714285838,0.7833333333333341,0.75,0.0344763132167733,0.1875184543537883,0.0214034462122932,0.1594568164897709,0.0,0.5466666666666669,0.6,False,,0.37548655150240967
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,50,prev_70_30,none,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.3806062457448276,3.855022914290807,0.2523501650809558,0.6435225336653584,0.0,0.7750000000000006,0.75,0.0218321796544502,0.1189793654966177,0.0080673543376353,0.0978461732063477,0.0,0.5200000000000002,0.8,False,,0.5394038002758509
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,20,trailing2_60_40,none,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.3127142875911972,2.949823075322798,0.1962542757627126,0.4047324733513354,-0.0052382820625115,0.8500000000000004,0.5,0.1603494972599117,0.8877871883934156,0.1372713317283679,1.010315363709984,0.0,0.6700000000000003,0.8,False,,0.37933002900549156
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,20,trailing2_60_40,buffer,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.3117836244007477,2.7051744418814354,0.1871446887007455,0.4375929848695893,-0.0115604757356593,0.8375000000000004,0.5,0.1192031068582988,0.7161017490722216,0.0996743564656577,0.9648360420357038,0.0,0.5800000000000003,0.8,False,,0.38218937197509134
rb_003,window_median,0.05,quarter_rank,12,5,residual_correlation,Ridge,3.0,0.9,0.001,,none,none,,,pure_stagewise_score,30,trailing2_60_40,none,-0.0594523945895588,0.1794658721814976,0.0917103264447994,0.9286079493911812,0.8153131452084733,0.278037312262172,2.831056471768844,0.1880378026820877,0.2245173938290682,0.0,0.8333333333333343,0.5,0.0770948355892251,0.4332060752880423,0.0608660100466772,0.4938440578813775,0.0,0.5866666666666669,0.8,False,,0.3463706440715345
