quarter_idx,split,stock_id,stock_name,future_return_1q,score,portfolio_rank,weight,strategy,score_col,topk,buffer_rule
14,train,300345.SZ,华民股份,13.941018766756,0.9901685393258428,15,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
14,train,300163.SZ,ST先锋,-12.4378109452736,0.9894662921348316,16,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
14,train,002098.SZ,浔兴股份,-1.38169257340243,0.9887640449438202,17,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
14,train,002134.SZ,天津普林,23.3201581027668,0.988061797752809,18,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
14,train,002319.SZ,乐通股份,-18.5787671232877,0.9838483146067416,19,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
14,train,002693.SZ,双成药业,2.5974025974026,0.9796348314606742,20,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,600768.SH,宁波富邦,12.0768526989936,1.0,1,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,000737.SZ,北方铜业,-0.338983050847463,0.9992977528089888,2,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,600678.SH,四川金顶,61.0309278350515,0.9985955056179776,3,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,300371.SZ,汇中股份,7.59392486011192,0.9978932584269664,4,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,002164.SZ,宁波东力,-6.87960687960689,0.9971910112359552,5,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,600817.SH,宇通重工,-0.410958904109582,0.9964887640449438,6,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,300286.SZ,安科瑞,9.57345971563981,0.9957865168539326,7,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,300354.SZ,东华测试,-8.3147735708983,0.9950842696629212,8,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
15,train,300246.SZ,宝莱特,23.84,0.99438202247191,9,0.05,robust__pure_stagewise_score__none_top20_buffer,robust__pure_stagewise_score__none,20,buffer
