quarter_idx,split,stock_id,stock_name,future_return_1q,stagewise_pred,stagewise_rank,stagewise_rank_pct,selected_feature_count,selected_features,promethee_phi_plus,promethee_phi_minus,promethee_net_flow,promethee_rank,preference_function,pure_stagewise_score,pure_promethee_score,hybrid_score_70_30,hybrid_score_50_50,hybrid_score_30_70,robust__pure_stagewise_score__none
13,train,000536.SZ,华映科技,-25.6637168141593,0.709823969016383,667.0,0.5323033707865169,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.33531489131713865,0.23240563880080498,0.10290925251633368,328.0,linear,0.5323033707865169,0.7703651685393258,0.7514044943820225,0.7057584269662921,0.6334269662921348,0.5323033707865169
13,train,000538.SZ,云南白药,0.132783325109909,-3.5961273169307804,1204.0,0.15519662921348315,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.1566593902305657,0.18010438022328695,-0.023444989992721266,691.0,linear,0.15519662921348315,0.5154494382022472,0.38412921348314605,0.29424157303370785,0.2169943820224719,0.15519662921348315
13,train,000541.SZ,佛山照明,-9.89315509864847,-2.294729758557979,1048.0,0.26474719101123595,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.04573761168781135,0.1339647459099859,-0.08822713422217454,956.0,linear,0.26474719101123595,0.32935393258426965,0.2717696629213483,0.24157303370786518,0.23735955056179775,0.26474719101123595
13,train,000545.SZ,金浦钛业,1.8041237113402,0.47987074633943244,685.0,0.5196629213483146,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.04030025085898267,0.146416106580688,-0.10611585572170532,1038.0,linear,0.5196629213483146,0.2717696629213483,0.3167134831460674,0.3493679775280899,0.41292134831460675,0.5196629213483146
13,train,000547.SZ,航天发展,-12.6940639269406,-0.7085435330262352,828.0,0.41924157303370785,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.09032042785043637,0.10918346591075195,-0.018863038060315584,664.0,linear,0.41924157303370785,0.5344101123595506,0.4747191011235955,0.44452247191011235,0.42485955056179775,0.41924157303370785
13,train,000550.SZ,江铃汽车,-14.5438519171441,1.2733788374541921,588.0,0.5877808988764045,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.04621867191407234,0.16675057733182191,-0.12053190541774958,1099.0,linear,0.5877808988764045,0.22893258426966293,0.3026685393258427,0.36587078651685395,0.46629213483146065,0.5877808988764045
13,train,000553.SZ,安道麦A,-6.86359687228497,-0.5688354172408556,807.0,0.4339887640449438,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.10170992164235462,0.15306954852054067,-0.05135962687818604,800.0,linear,0.4339887640449438,0.43890449438202245,0.4164325842696629,0.39747191011235955,0.40098314606741575,0.4339887640449438
13,train,000559.SZ,万向钱潮,-8.48590020769657,-4.122967762041813,1244.0,0.1271067415730337,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.0576789957969918,0.1556916124667867,-0.0980126166697949,1004.0,linear,0.1271067415730337,0.29564606741573035,0.19592696629213482,0.15379213483146068,0.1348314606741573,0.1271067415730337
13,train,000561.SZ,烽火电子,-7.75401069518717,3.1115439091580845,375.0,0.7373595505617978,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.18450351230497744,0.0708556899667893,0.11364782233818814,289.0,linear,0.7373595505617978,0.797752808988764,0.8426966292134831,0.8374297752808989,0.8096910112359551,0.7373595505617978
13,train,000565.SZ,渝三峡A,-0.509045590918233,3.1814485348051154,362.0,0.7464887640449438,5,composite_净资产收益率_TTM_x_bm;composite_流通市值_x_itgr;composite_市净率PB_LF_x_ntis;composite_销售毛利率_TTM_x_dp;composite_净资产收益率_TTM_x_itgr,0.0646283594973239,0.11370194912271883,-0.04907358962539493,788.0,linear,0.7464887640449438,0.4473314606741573,0.5133426966292135,0.6264044943820225,0.699438202247191,0.7464887640449438
