quarter_idx,feature,weight,direction,coefficient_for_direction,selected_count,sign_stability,entropy_weight_method,preference_function
30,composite_流通市值_x_itgr,0.15031713690153395,negative,-1.3421598031609174,5,0.8,smooth_80_20,linear
30,composite_总市值_证监会算法_x_bm,0.1503035315064162,positive,0.9019712555057537,5,0.6,smooth_80_20,linear
30,composite_市净率PB_LF_x_ntis,0.09152745814060727,negative,-2.31568677059292,4,1.0,smooth_80_20,linear
30,composite_净资产收益率_TTM_x_m2gr,0.029950749913820282,negative,-1.7365649583819043,4,0.75,smooth_80_20,linear
30,composite_流通市值_x_mtr,0.15031713690153395,positive,1.0702846411848577,4,0.75,smooth_80_20,linear
30,composite_流通市值_x_bm,0.01661671053412562,negative,-2.245914970607303,3,1.0,smooth_80_20,linear
30,composite_销售毛利率_TTM_x_dp,0.02175052001367301,negative,-1.9359878601745375,3,1.0,smooth_80_20,linear
30,composite_销售净利率_TTM_x_m2gr,0.028289439003363843,negative,-1.6233179432073557,3,1.0,smooth_80_20,linear
30,composite_净资产收益率_TTM_x_itgr,0.029950749913820282,positive,0.576951522955586,3,0.6666666666666666,smooth_80_20,linear
30,composite_净资产收益率_TTM_x_bm,0.029950749913820282,negative,-2.841365875454727,2,1.0,smooth_80_20,linear
30,composite_净资产收益率_TTM_x_svar,0.014088773341139048,negative,-2.7769358100611052,2,1.0,smooth_80_20,linear
30,composite_流通市值_x_infl,0.01661671053412562,positive,2.438700098948302,2,1.0,smooth_80_20,linear
30,composite_市净率PB_LF_x_itgr,0.09152745814060727,negative,-1.9341620397151993,2,1.0,smooth_80_20,linear
30,composite_市净率PB_LF_x_m2gr,0.014176774338488405,negative,-1.9008348634261818,2,1.0,smooth_80_20,linear
30,composite_销售毛利率_TTM_x_m2gr,0.02175052001367301,negative,-1.8830087546209664,2,1.0,smooth_80_20,linear
30,composite_经营活动净收益_利润总额_TTM_x_ep,0.09282827042199365,negative,-1.6506406697466294,2,1.0,smooth_80_20,linear
30,composite_总资产报酬率_TTM_x_infl,0.021771762787630825,positive,1.5083915572520885,2,1.0,smooth_80_20,linear
