experiment_id,quarter_idx,rolling_window_start,rolling_window_end,step,selected_feature,coefficient,residual_correlation,train_r2,train_rankic,marginal_improvement
sw_009,22,10,21,4,composite_流通市值_x_itgr,-1.8352087772819192,0.03987128553237362,0.01188237879287668,0.12674733240882854,0.0017515568481194744
sw_009,22,10,21,5,composite_市净率PB_LF_x_svar,1.5180332038169586,0.0348309343645806,0.013130744594307742,0.13396115446769094,0.0012633777342276236
sw_009,22,10,21,6,composite_市盈率PE_TTM_x_m2gr,-1.2010131972413478,0.02853830117432637,0.01394246782802333,0.1326153127109324,0.000822523580777639
sw_009,22,10,21,7,composite_流通市值_x_svar,1.1300442454527013,0.025554566822302036,0.014623542521535082,0.13257259250496542,0.0006907048232890952
sw_009,22,10,21,8,composite_净资产收益率_TTM_x_ep,1.6240977590165178,0.032985620660884354,0.015891142010666215,0.14136769063890545,0.0012864113806562974
sw_009,22,10,21,9,composite_经营活动净收益_利润总额_TTM_x_mtr,1.2709674134361344,0.028033901909372907,0.016731047383142683,0.142652926756339,0.0008534679529178396
sw_009,22,10,21,10,composite_市销率PS_TTM_x_ep,-1.4019481723432317,0.02538556627896614,0.01757115484134275,0.14668708681737633,0.0008544025070295003
sw_009,22,10,21,11,composite_总资产周转率_TTM_x_svar,1.6547762396261143,0.029234932696347405,0.018711370222418644,0.1480896255718733,0.001160608614755901
sw_009,22,10,21,12,composite_总市值_证监会算法_x_m2gr,1.1035084063505802,0.024381350145865396,0.019346419797418246,0.1528931941421864,0.000647158802954433
sw_009,23,11,22,1,composite_净资产收益率_TTM_x_ntis,-3.402026674289784,0.07770835991084421,0.006038589200033528,0.0951682651602925,0.0060385892000335
sw_009,23,11,22,2,composite_市净率PB_LF_x_svar,2.6409478370407795,0.06019003567141061,0.009646270354122466,0.12693452110041972,0.0036295988102650915
sw_009,23,11,22,3,composite_流通市值_x_itgr,-2.0071188760735814,0.043720205765721235,0.011639457089715144,0.13811909653050788,0.0020126008272875855
sw_009,23,11,22,4,composite_市净率PB_LF_x_m2gr,-1.8565968575196552,0.04253437764958577,0.01343173638610573,0.14136803164492515,0.00181338612639588
sw_009,23,11,22,5,composite_销售毛利率_TTM_x_dp,-1.6619798564257937,0.037392924603745596,0.01484096295698989,0.14791869989766676,0.0014284126328187223
sw_009,23,11,22,6,composite_销售毛利率_TTM_x_itgr,-1.8899758443560546,0.04029587345694478,0.016566418011407236,0.15349428559177455,0.001751448232760889
sw_009,23,11,22,7,composite_净资产收益率_TTM_x_ep,1.3027777645021608,0.027982783194484735,0.017392116499262977,0.15886038755023646,0.0008396077813268752
sw_009,23,11,22,8,composite_流通市值_x_svar,1.550917631937558,0.03031214843956467,0.01845405880457751,0.16118224287659003,0.0010807386376049674
sw_009,23,11,22,9,composite_经营活动净收益_利润总额_TTM_x_mtr,1.2445181465187802,0.0269305035607226,0.019209795726841228,0.16159175768560927,0.0007699455425829156
sw_009,23,11,22,10,composite_销售毛利率_TTM_x_mtr,-1.2890374289959359,0.026551921253797427,0.019983348841956072,0.1664563353653825,0.0007887039570180458
sw_009,23,11,22,11,composite_总资产周转率_TTM_x_itgr,-1.2798520806868903,0.024278258032437206,0.02068546553870343,0.17015519510840513,0.0007164334360214557
sw_009,23,11,22,12,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,-1.2452089510073938,0.024736500127211132,0.021381704602302154,0.1714347309806322,0.0007109452980616342
sw_009,24,12,23,1,composite_净资产收益率_TTM_x_itgr,-2.9643331037380083,0.06546244228858175,0.004285331350385779,0.0865714442212249,0.004285331350385835
sw_009,24,12,23,2,composite_市净率PB_LF_x_svar,2.4979515734617337,0.055100418192960965,0.007309653481460288,0.11611124030259617,0.003037338131390677
sw_009,24,12,23,3,composite_市净率PB_LF_x_m2gr,-1.9470778960677857,0.04314062139450834,0.009157215410671826,0.12425813254657324,0.0018611664107453373
sw_009,24,12,23,4,composite_净资产收益率_TTM_x_ntis,-1.988560234073843,0.03869753641891588,0.010849172335972934,0.13680195525909927,0.0017075937289107214
sw_009,24,12,23,5,composite_总市值_证监会算法_x_itgr,-2.0467369307094234,0.036464956713523254,0.012487559330966014,0.14432680316075946,0.0016563570986057564
sw_009,24,12,23,6,composite_销售毛利率_TTM_x_de,-1.471339754103382,0.0318621696212157,0.013515995796465785,0.14883978200087272,0.0010414415283750444
sw_009,24,12,23,7,composite_市盈率PE_TTM_x_m2gr,-1.4154107565238785,0.028792392520062597,0.014410068976066559,0.14675757672522802,0.0009063230379722124
sw_009,24,12,23,8,composite_总市值_证监会算法_x_ntis,1.7739198105388063,0.027884893875791475,0.015493053475570062,0.15016972594411976,0.0010988185506100583
sw_009,24,12,23,9,composite_经营活动产生的现金流量净额_营业收入_TTM_x_ntis,-1.429903891182746,0.02858274180917206,0.01638876776200804,0.15273502435988096,0.0009098100217576312
sw_009,24,12,23,10,composite_销售毛利率_TTM_x_itgr,-1.1570881082932165,0.022509772637135834,0.01695899211927232,0.15323262446341285,0.0005797253412477034
sw_009,24,12,23,11,composite_总资产周转率_TTM_x_dp,-1.013851783533232,0.02042559987643003,0.017412265826628026,0.15403520319903477,0.0004610933864629811
sw_009,24,12,23,12,composite_净资产收益率_TTM_x_ep,1.230541704612111,0.02308225800126887,0.018034100190094215,0.15850589327765388,0.0006328537817433083
