experiment_id,preprocessing_method,winsorize_quantile,scaling_method,rolling_window,max_selected_features,selection_objective,refit_method,ridge_alpha,feature_corr_threshold,min_improvement,promethee_top_n,entropy_weight_method,preference_function,min_selected_count,sign_stability_threshold,hybrid_score_name,top_k,train_rankic,valid_rankic,test_rankic,valid_annualized_return,valid_sharpe,valid_alpha,valid_max_drawdown,valid_turnover,test_annualized_return,test_sharpe,test_alpha,test_max_drawdown,test_turnover,rating_separation,selected_as_final,reason,valid_score
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_70_30,15,-0.0389517192624653,0.1371290048473518,0.064884644319539,-0.052753427150227,-0.1512325694656822,-0.1593299441969021,-0.1878235783126336,0.7333333333333333,-0.0974289840921658,-0.5036141632534631,-0.1143218587940185,-0.0406504410718467,0.92,-6.734449678531853,False,,-0.4244458697391727
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_70_30,20,-0.0389517192624653,0.1371290048473518,0.064884644319539,-0.0372153497687517,-0.1194081679332399,-0.1691955479359932,-0.1935033284137612,0.7125000000000002,-0.1171774976332508,-0.6113694193384015,-0.1358240239587036,-0.0568098814208259,0.8900000000000003,-6.734449678531853,False,,-0.4185154261716771
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_70_30,30,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.0090393490898084,0.0304071741244935,-0.1075176097906876,-0.17001958666395,0.7166666666666673,-0.1151492393979838,-0.7177048803464413,-0.133035008983426,-0.0234931984795013,0.8666666666666677,-6.734449678531853,False,,-0.3135880361556298
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_70_30,50,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.0123358577473462,0.0456429669201655,-0.109688709335198,-0.1681230733765574,0.6600000000000004,-0.0435143685894248,-0.2434612851436719,-0.0588828830341825,-0.0204086314542534,0.8360000000000005,-6.734449678531853,False,,-0.2980388714687342
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_50_50,10,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.1279112935539448,0.2584830155397793,-0.0028373199783678,-0.2874711914749163,0.9500000000000004,-0.1269569740214733,-0.6449843000131228,-0.1454989806536168,-0.0595009539863549,0.9200000000000004,-2.5093504941693974,False,,-0.2873594527344677
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_50_50,15,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.1239216305622257,0.2893911891137969,0.024174756487001,-0.2542102238520324,0.8833333333333332,-0.1254451169498089,-0.6922132479620868,-0.143451010207531,-0.0556044809778846,0.8933333333333332,-2.5093504941693974,False,,-0.2223652178432538
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_50_50,20,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.1881011962617433,0.5223276172869834,0.0812218039657607,-0.1866127586698315,0.8875000000000004,-0.128062432118052,-0.7712144980941325,-0.1477843822524851,-0.0611449932262715,0.8700000000000004,-2.5093504941693974,False,,-0.0505019808910531
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_50_50,30,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.1511404790961246,0.4689756567825475,0.0603398602330624,-0.1733753885633825,0.8583333333333343,-0.0902867384032426,-0.4878337419109558,-0.1076645429401126,-0.0573029783433821,0.8533333333333342,-2.5093504941693974,False,,-0.0720407916154926
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_50_50,50,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.0697144322258256,0.2263352009518447,-0.0420008906864301,-0.1958542548790744,0.8350000000000006,-0.0796890508812058,-0.4024972740882715,-0.0959474126419824,-0.059098598284081,0.8200000000000005,-2.5093504941693974,False,,-0.2271870995901186
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_30_70,10,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.5774786190558108,1.2516944544830324,0.49920725748804,-0.0939746787355291,1.0000000000000002,-0.1432776394887532,-0.7350610329740951,-0.1613075266061304,-0.1121841864741498,0.9000000000000001,2.986041625375525,False,,0.6540088336258952
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_30_70,15,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.4698330959029795,1.0674064208625424,0.3821642737367099,-0.1181301819948748,0.9833333333333332,-0.1530974891124003,-0.864065540563066,-0.1751975810582847,-0.082390349025092,0.8933333333333332,2.986041625375525,False,,0.4741780000284508
sw_009,window_median,0.05,quarter_rank,12,12,residual_correlation,OLS,1.0,0.9,0.0001,10.0,normal,usual,2.0,0.55,hybrid_score_30_70,20,-0.0389517192624653,0.1371290048473518,0.064884644319539,0.4344607453331555,1.2095570272259364,0.3297575691062782,-0.0854634500412916,0.9875000000000004,-0.135232359413115,-0.6871151235153604,-0.1547152729771635,-0.0829412905992541,0.8700000000000004,2.986041625375525,False,,0.4687707257215442
